started
2017-1-15T11.19.29.71	Created parser
2017-1-15T11.19.29.72	Assigned names - going to load data
2017-1-15T11.19.29.72	Loading data
2017-1-15T11.19.29.72	Creating stop words manager
2017-1-15T11.19.29.74	Before big loop
2017-1-15T11.19.29.198	Opening sw stream with some words
2017-1-15T11.19.29.198	finalizing stats
2017-1-15T11.19.29.655	At line '53' in file ''	 Word activ is in 7 documents
2017-1-15T11.19.29.655	At line '53' in file ''	 Word institutionalist is in 2 documents
2017-1-15T11.19.29.655	At line '53' in file ''	 Word school is in 2 documents
2017-1-15T11.19.29.655	At line '53' in file ''	 Word histor is in 4 documents
2017-1-15T11.19.29.656	At line '53' in file ''	 Word thinker is in 1 documents
2017-1-15T11.19.29.656	At line '53' in file ''	 Word enlighten is in 1 documents
2017-1-15T11.19.29.656	At line '53' in file ''	 Word scottish is in 1 documents
2017-1-15T11.19.29.656	At line '53' in file ''	 Word write is in 4 documents
2017-1-15T11.19.29.656	At line '53' in file ''	 Word find is in 13 documents
2017-1-15T11.19.29.656	At line '53' in file ''	 Word alreadi is in 1 documents
2017-1-15T11.19.29.657	At line '53' in file ''	 Word insight is in 4 documents
2017-1-15T11.19.29.657	At line '53' in file ''	 Word key is in 5 documents
2017-1-15T11.19.29.657	At line '53' in file ''	 Word 1950s is in 1 documents
2017-1-15T11.19.29.657	At line '53' in file ''	 Word late is in 1 documents
2017-1-15T11.19.29.657	At line '53' in file ''	 Word back is in 2 documents
2017-1-15T11.19.29.657	At line '53' in file ''	 Word go is in 5 documents
2017-1-15T11.19.29.658	At line '53' in file ''	 Word movement is in 3 documents
2017-1-15T11.19.29.658	At line '53' in file ''	 Word old is in 2 documents
2017-1-15T11.19.29.658	At line '53' in file ''	 Word understand is in 9 documents
2017-1-15T11.19.29.658	At line '53' in file ''	 Word good is in 15 documents
2017-1-15T11.19.29.658	At line '53' in file ''	 Word gain is in 5 documents
2017-1-15T11.19.29.658	At line '53' in file ''	 Word concept is in 7 documents
2017-1-15T11.19.29.659	At line '53' in file ''	 Word appli is in 9 documents
2017-1-15T11.19.29.659	At line '53' in file ''	 Word idea is in 3 documents
2017-1-15T11.19.29.659	At line '53' in file ''	 Word internet is in 1 documents
2017-1-15T11.19.29.659	At line '53' in file ''	 Word associat is in 1 documents
2017-1-15T11.19.29.659	At line '53' in file ''	 Word detail is in 3 documents
2017-1-15T11.19.29.659	At line '53' in file ''	 Word provid is in 30 documents
2017-1-15T11.19.29.660	At line '53' in file ''	 Word public is in 24 documents
2017-1-15T11.19.29.660	At line '53' in file ''	 Word basic is in 8 documents
2017-1-15T11.19.29.660	At line '53' in file ''	 Word world is in 8 documents
2017-1-15T11.19.29.660	At line '53' in file ''	 Word life is in 3 documents
2017-1-15T11.19.29.660	At line '53' in file ''	 Word academ is in 1 documents
2017-1-15T11.19.29.660	At line '53' in file ''	 Word state is in 10 documents
2017-1-15T11.19.29.661	At line '53' in file ''	 Word current is in 8 documents
2017-1-15T11.19.29.661	At line '53' in file ''	 Word institut is in 17 documents
2017-1-15T11.19.29.661	At line '53' in file ''	 Word particular is in 13 documents
2017-1-15T11.19.29.661	At line '53' in file ''	 Word area is in 15 documents
2017-1-15T11.19.29.661	At line '53' in file ''	 Word teach is in 1 documents
2017-1-15T11.19.29.662	At line '53' in file ''	 Word organ is in 9 documents
2017-1-15T11.19.29.662	At line '53' in file ''	 Word aspect is in 11 documents
2017-1-15T11.19.29.662	At line '53' in file ''	 Word differ is in 17 documents
2017-1-15T11.19.29.662	At line '53' in file ''	 Word give is in 14 documents
2017-1-15T11.19.29.662	At line '53' in file ''	 Word inform is in 21 documents
2017-1-15T11.19.29.663	At line '53' in file ''	 Word chapter is in 70 documents
2017-1-15T11.19.29.663	At line '53' in file ''	 Word follow is in 5 documents
2017-1-15T11.19.29.663	At line '53' in file ''	 Word scholarship is in 2 documents
2017-1-15T11.19.29.663	At line '53' in file ''	 Word legal is in 42 documents
2017-1-15T11.19.29.663	At line '53' in file ''	 Word influenc is in 6 documents
2017-1-15T11.19.29.663	At line '53' in file ''	 Word increas is in 15 documents
2017-1-15T11.19.29.664	At line '53' in file ''	 Word notic is in 1 documents
2017-1-15T11.19.29.664	At line '53' in file ''	 Word post is in 4 documents
2017-1-15T11.19.29.664	At line '53' in file ''	 Word research is in 15 documents
2017-1-15T11.19.29.664	At line '53' in file ''	 Word field is in 11 documents
2017-1-15T11.19.29.664	At line '53' in file ''	 Word new is in 14 documents
2017-1-15T11.19.29.664	At line '53' in file ''	 Word quit is in 1 documents
2017-1-15T11.19.29.665	At line '53' in file ''	 Word econom is in 73 documents
2017-1-15T11.19.29.665	At line '53' in file ''	 Word law is in 62 documents
2017-1-15T11.19.29.665	There is '1841' items in stop words
2017-1-15T11.19.29.683	Counting tfidf
2017-1-15T11.19.29.704	Storing data
done
